CO_CURSO,MEDIA_NT_CE,QE_I02_A,QE_I02_B,QE_I02_C,QE_I02_D,QE_I02_E,QE_I02_F,QE_I08_A,QE_I08_B,QE_I08_C,QE_I08_D,QE_I08_E,QE_I08_F,QE_I08_G,QE_I17_A,QE_I17_B,QE_I17_C,QE_I17_D,QE_I17_E,QE_I17_F,CO_IES,CO_MODALIDADE,CO_UF_CURSO,CO_MUNIC_CURSO
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
872,41.65,0.7619047619047619,0.047619047619047616,0.0,0.19047619047619047,0.0,0.0,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.23809523809523808,0.38095238095238093,0.09523809523809523,0.09523809523809523,0.42857142857142855,0.47619047619047616,0.0,0.047619047619047616,0.047619047619047616,0.0,10,1,41,4106902
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
2712,56.07019230769231,0.6310679611650486,0.08737864077669903,0.08737864077669903,0.14563106796116504,0.0,0.04854368932038835,0.0,0.05825242718446602,0.10679611650485436,0.0970873786407767,0.2912621359223301,0.36893203883495146,0.07766990291262135,0.4174757281553398,0.5339805825242718,0.0,0.019417475728155338,0.019417475728155338,0.009708737864077669,54,1,35,3509502
