CO_CURSO,MEDIA_NT_CE,QE_I02_A,QE_I02_B,QE_I02_C,QE_I02_D,QE_I02_E,QE_I02_F,QE_I08_A,QE_I08_B,QE_I08_C,QE_I08_D,QE_I08_E,QE_I08_F,QE_I08_G,QE_I17_A,QE_I17_B,QE_I17_C,QE_I17_D,QE_I17_E,QE_I17_F,QE_I04_A,QE_I04_B,QE_I04_C,QE_I04_D,QE_I04_E,QE_I04_F,QE_I05_A,QE_I05_B,QE_I05_C,QE_I05_D,QE_I05_E,QE_I05_F,QE_I06_A,QE_I06_B,QE_I06_C,QE_I06_D,QE_I06_E,QE_I06_F,QE_I07_A,QE_I07_B,QE_I07_C,QE_I07_D,QE_I07_E,QE_I07_F,QE_I07_G,QE_I07_H,QE_I09_A,QE_I09_B,QE_I09_C,QE_I09_D,QE_I09_E,QE_I09_F,QE_I10_A,QE_I10_B,QE_I10_C,QE_I10_D,QE_I10_E,QE_I13_A,QE_I13_B,QE_I13_C,QE_I13_D,QE_I13_E,QE_I13_F,QE_I16_11.0,QE_I16_12.0,QE_I16_13.0,QE_I16_14.0,QE_I16_15.0,QE_I16_16.0,QE_I16_17.0,QE_I16_21.0,QE_I16_22.0,QE_I16_23.0,QE_I16_24.0,QE_I16_25.0,QE_I16_26.0,QE_I16_27.0,QE_I16_28.0,QE_I16_29.0,QE_I16_31.0,QE_I16_32.0,QE_I16_33.0,QE_I16_35.0,QE_I16_41.0,QE_I16_42.0,QE_I16_43.0,QE_I16_50.0,QE_I16_51.0,QE_I16_52.0,QE_I16_53.0,QE_I16_99.0,QE_I21_A,QE_I21_B,QE_I22_A,QE_I22_B,QE_I22_C,QE_I22_D,QE_I22_E,QE_I23_A,QE_I23_B,QE_I23_C,QE_I23_D,QE_I23_E,QE_I25_A,QE_I25_B,QE_I25_C,QE_I25_D,QE_I25_E,QE_I25_F,QE_I25_G,QE_I25_H,CO_IES,CO_MODALIDADE,CO_UF_CURSO,CO_MUNIC_CURSO,CO_CATEGAD,CO_REGIAO_CURSO
38312,53.03125,0.7755102040816326,0.0,0.16326530612244897,0.04081632653061224,0.0,0.02040816326530612,0.0,0.0,0.061224489795918366,0.02040816326530612,0.2653061224489796,0.5102040816326531,0.14285714285714285,0.02040816326530612,0.9591836734693877,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.0,0.3469387755102041,0.3673469387755102,0.2857142857142857,0.0,0.0,0.02040816326530612,0.22448979591836735,0.5102040816326531,0.24489795918367346,0.061224489795918366,0.8775510204081632,0.02040816326530612,0.04081632653061224,0.0,0.0,0.08163265306122448,0.08163265306122448,0.30612244897959184,0.32653061224489793,0.14285714285714285,0.061224489795918366,0.0,0.0,0.0,0.02040816326530612,0.7142857142857143,0.16326530612244897,0.061224489795918366,0.04081632653061224,0.14285714285714285,0.08163265306122448,0.061224489795918366,0.30612244897959184,0.40816326530612246,0.8367346938775511,0.04081632653061224,0.0,0.061224489795918366,0.0,0.061224489795918366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8979591836734694,0.10204081632653061,0.3469387755102041,0.3469387755102041,0.24489795918367346,0.02040816326530612,0.04081632653061224,0.12244897959183673,0.3673469387755102,0.3673469387755102,0.12244897959183673,0.02040816326530612,0.3469387755102041,0.12244897959183673,0.1836734693877551,0.0,0.2857142857142857,0.0,0.0,0.061224489795918366,1445,1,35,3548807,5,3
38549,37.88611111111111,0.6944444444444444,0.08333333333333333,0.027777777777777776,0.19444444444444445,0.0,0.0,0.027777777777777776,0.3055555555555556,0.2222222222222222,0.19444444444444445,0.16666666666666666,0.08333333333333333,0.0,0.8611111111111112,0.1111111111111111,0.0,0.0,0.027777777777777776,0.0,0.0,0.1111111111111111,0.16666666666666666,0.5833333333333334,0.1111111111111111,0.027777777777777776,0.0,0.16666666666666666,0.25,0.4166666666666667,0.1388888888888889,0.027777777777777776,0.1111111111111111,0.6111111111111112,0.2222222222222222,0.05555555555555555,0.0,0.0,0.1388888888888889,0.1388888888888889,0.25,0.19444444444444445,0.2222222222222222,0.05555555555555555,0.0,0.0,0.0,0.027777777777777776,0.4166666666666667,0.16666666666666666,0.3055555555555556,0.08333333333333333,0.1388888888888889,0.027777777777777776,0.05555555555555555,0.19444444444444445,0.5833333333333334,0.9444444444444444,0.027777777777777776,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.5833333333333334,0.4166666666666667,0.3055555555555556,0.4444444444444444,0.2222222222222222,0.0,0.027777777777777776,0.1111111111111111,0.4444444444444444,0.25,0.1111111111111111,0.08333333333333333,0.2777777777777778,0.1111111111111111,0.08333333333333333,0.05555555555555555,0.2777777777777778,0.0,0.0,0.19444444444444445,322,1,35,3509502,4,3
38569,35.8625,0.7741935483870968,0.06451612903225806,0.0,0.16129032258064516,0.0,0.0,0.03225806451612903,0.3870967741935484,0.41935483870967744,0.03225806451612903,0.06451612903225806,0.06451612903225806,0.0,0.7096774193548387,0.22580645161290322,0.0,0.03225806451612903,0.03225806451612903,0.0,0.0,0.22580645161290322,0.25806451612903225,0.3870967741935484,0.12903225806451613,0.0,0.0,0.0967741935483871,0.16129032258064516,0.5161290322580645,0.22580645161290322,0.0,0.0967741935483871,0.8064516129032258,0.0967741935483871,0.0,0.0,0.0,0.06451612903225806,0.16129032258064516,0.25806451612903225,0.3225806451612903,0.16129032258064516,0.03225806451612903,0.0,0.0,0.03225806451612903,0.06451612903225806,0.45161290322580644,0.2903225806451613,0.16129032258064516,0.0,0.16129032258064516,0.0,0.0,0.16129032258064516,0.6774193548387096,0.967741935483871,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5483870967741935,0.45161290322580644,0.22580645161290322,0.5483870967741935,0.12903225806451613,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.45161290322580644,0.2903225806451613,0.16129032258064516,0.0,0.25806451612903225,0.2903225806451613,0.22580645161290322,0.0,0.1935483870967742,0.0,0.0,0.03225806451612903,322,1,35,3543402,4,3
38594,54.01764705882353,0.7205882352941176,0.04411764705882353,0.0,0.22058823529411764,0.0,0.014705882352941176,0.058823529411764705,0.23529411764705882,0.19117647058823528,0.14705882352941177,0.17647058823529413,0.19117647058823528,0.0,0.47058823529411764,0.5,0.0,0.0,0.029411764705882353,0.0,0.014705882352941176,0.07352941176470588,0.17647058823529413,0.36764705882352944,0.27941176470588236,0.08823529411764706,0.0,0.08823529411764706,0.11764705882352941,0.27941176470588236,0.3235294117647059,0.19117647058823528,0.11764705882352941,0.5441176470588235,0.014705882352941176,0.3088235294117647,0.014705882352941176,0.0,0.3088235294117647,0.22058823529411764,0.17647058823529413,0.19117647058823528,0.058823529411764705,0.029411764705882353,0.0,0.014705882352941176,0.029411764705882353,0.08823529411764706,0.45588235294117646,0.25,0.14705882352941177,0.029411764705882353,0.2647058823529412,0.014705882352941176,0.058823529411764705,0.25,0.4117647058823529,0.36764705882352944,0.14705882352941177,0.10294117647058823,0.14705882352941177,0.08823529411764706,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.9117647058823529,0.0,0.07352941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8088235294117647,0.19117647058823528,0.23529411764705882,0.4411764705882353,0.23529411764705882,0.04411764705882353,0.04411764705882353,0.029411764705882353,0.2647058823529412,0.36764705882352944,0.23529411764705882,0.10294117647058823,0.5441176470588235,0.058823529411764705,0.17647058823529413,0.014705882352941176,0.14705882352941177,0.0,0.0,0.058823529411764705,576,1,31,3136702,1,3
38610,34.06666666666667,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,322,1,35,3543402,4,3
38612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,1,35,3543402,4,3
38640,37.240625,0.625,0.21875,0.0,0.15625,0.0,0.0,0.09375,0.25,0.21875,0.21875,0.125,0.09375,0.0,0.6875,0.3125,0.0,0.0,0.0,0.0,0.03125,0.21875,0.09375,0.40625,0.15625,0.09375,0.0,0.0625,0.1875,0.4375,0.25,0.0625,0.125,0.71875,0.125,0.0,0.0,0.03125,0.09375,0.125,0.28125,0.3125,0.15625,0.03125,0.0,0.0,0.03125,0.09375,0.28125,0.15625,0.34375,0.09375,0.1875,0.03125,0.03125,0.3125,0.4375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.3125,0.25,0.34375,0.34375,0.03125,0.03125,0.09375,0.46875,0.25,0.125,0.0625,0.28125,0.1875,0.15625,0.0,0.3125,0.0,0.0,0.0625,322,1,35,3550308,4,3
38651,33.169230769230765,0.4074074074074074,0.1111111111111111,0.0,0.4444444444444444,0.0,0.037037037037037035,0.0,0.2222222222222222,0.3333333333333333,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.0,0.8148148148148148,0.14814814814814814,0.0,0.0,0.037037037037037035,0.0,0.0,0.2222222222222222,0.14814814814814814,0.4074074074074074,0.14814814814814814,0.07407407407407407,0.0,0.07407407407407407,0.037037037037037035,0.7037037037037037,0.1111111111111111,0.07407407407407407,0.037037037037037035,0.7037037037037037,0.25925925925925924,0.0,0.0,0.0,0.037037037037037035,0.25925925925925924,0.3333333333333333,0.2222222222222222,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.25925925925925924,0.18518518518518517,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.18518518518518517,0.8148148148148148,0.9629629629629629,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.8518518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.2962962962962963,0.25925925925925924,0.48148148148148145,0.25925925925925924,0.0,0.0,0.1111111111111111,0.5555555555555556,0.25925925925925924,0.037037037037037035,0.037037037037037035,0.2962962962962963,0.037037037037037035,0.18518518518518517,0.0,0.3333333333333333,0.0,0.0,0.14814814814814814,322,1,35,3550308,4,3
38699,28.94,0.46153846153846156,0.19230769230769232,0.0,0.34615384615384615,0.0,0.0,0.07692307692307693,0.23076923076923078,0.34615384615384615,0.19230769230769232,0.15384615384615385,0.0,0.0,0.7692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.0,0.11538461538461539,0.19230769230769232,0.038461538461538464,0.5769230769230769,0.07692307692307693,0.0,0.038461538461538464,0.23076923076923078,0.07692307692307693,0.5384615384615384,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.6153846153846154,0.34615384615384615,0.0,0.0,0.0,0.038461538461538464,0.15384615384615385,0.34615384615384615,0.2692307692307692,0.15384615384615385,0.038461538461538464,0.0,0.0,0.0,0.038461538461538464,0.19230769230769232,0.2692307692307692,0.34615384615384615,0.15384615384615385,0.15384615384615385,0.0,0.038461538461538464,0.07692307692307693,0.7307692307692307,0.9615384615384616,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.4230769230769231,0.15384615384615385,0.46153846153846156,0.3076923076923077,0.038461538461538464,0.038461538461538464,0.15384615384615385,0.5,0.15384615384615385,0.19230769230769232,0.0,0.38461538461538464,0.038461538461538464,0.15384615384615385,0.0,0.2692307692307692,0.0,0.0,0.15384615384615385,322,1,35,3550308,4,3
38703,25.20212765957447,0.5490196078431373,0.09803921568627451,0.0196078431372549,0.3333333333333333,0.0,0.0,0.058823529411764705,0.27450980392156865,0.29411764705882354,0.19607843137254902,0.13725490196078433,0.0392156862745098,0.0,0.6078431372549019,0.27450980392156865,0.0,0.0,0.11764705882352941,0.0,0.0196078431372549,0.21568627450980393,0.09803921568627451,0.43137254901960786,0.23529411764705882,0.0,0.0392156862745098,0.11764705882352941,0.0784313725490196,0.39215686274509803,0.3333333333333333,0.0392156862745098,0.0784313725490196,0.8431372549019608,0.058823529411764705,0.0,0.0,0.0196078431372549,0.058823529411764705,0.19607843137254902,0.17647058823529413,0.37254901960784315,0.09803921568627451,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0,0.13725490196078433,0.3137254901960784,0.21568627450980393,0.2549019607843137,0.0784313725490196,0.3333333333333333,0.0392156862745098,0.0,0.11764705882352941,0.5098039215686274,0.9803921568627451,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.9607843137254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862745098039216,0.3137254901960784,0.37254901960784315,0.29411764705882354,0.27450980392156865,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.43137254901960786,0.39215686274509803,0.0392156862745098,0.058823529411764705,0.37254901960784315,0.0196078431372549,0.1568627450980392,0.0196078431372549,0.3333333333333333,0.0,0.0,0.09803921568627451,322,1,35,3550308,4,3
38731,35.1325,0.5,0.14583333333333334,0.0,0.3333333333333333,0.0,0.020833333333333332,0.08333333333333333,0.16666666666666666,0.2916666666666667,0.20833333333333334,0.14583333333333334,0.10416666666666667,0.0,0.8125,0.125,0.0,0.041666666666666664,0.020833333333333332,0.0,0.041666666666666664,0.16666666666666666,0.1875,0.4166666666666667,0.125,0.0625,0.020833333333333332,0.22916666666666666,0.041666666666666664,0.3958333333333333,0.1875,0.125,0.0625,0.625,0.3125,0.0,0.0,0.0,0.041666666666666664,0.1875,0.20833333333333334,0.22916666666666666,0.20833333333333334,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332,0.2708333333333333,0.375,0.2916666666666667,0.041666666666666664,0.10416666666666667,0.0,0.0,0.1875,0.7083333333333334,0.9791666666666666,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.7291666666666666,0.2708333333333333,0.3541666666666667,0.5,0.0625,0.0,0.08333333333333333,0.125,0.5208333333333334,0.22916666666666666,0.08333333333333333,0.041666666666666664,0.1875,0.14583333333333334,0.16666666666666666,0.0,0.2916666666666667,0.0,0.0,0.20833333333333334,322,1,35,3547304,4,3
38800,26.916666666666668,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.5,0.16666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,298,1,41,4113700,4,4
38850,33.75,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.4,0.0,0.2,0.0,0.0,0.4,0.4,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.2,0.6,0.2,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.2,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.8,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,322,1,35,3509502,4,3
39087,52.9125,0.5142857142857142,0.08571428571428572,0.0,0.4,0.0,0.0,0.02857142857142857,0.2857142857142857,0.2857142857142857,0.17142857142857143,0.11428571428571428,0.11428571428571428,0.0,0.6285714285714286,0.37142857142857144,0.0,0.0,0.0,0.0,0.02857142857142857,0.14285714285714285,0.17142857142857143,0.37142857142857144,0.2,0.08571428571428572,0.0,0.11428571428571428,0.08571428571428572,0.45714285714285713,0.08571428571428572,0.2571428571428571,0.2,0.2,0.05714285714285714,0.5142857142857142,0.02857142857142857,0.0,0.6571428571428571,0.2,0.0,0.11428571428571428,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.14285714285714285,0.37142857142857144,0.37142857142857144,0.02857142857142857,0.05714285714285714,0.4,0.05714285714285714,0.11428571428571428,0.08571428571428572,0.34285714285714286,0.45714285714285713,0.2857142857142857,0.05714285714285714,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.6571428571428571,0.17142857142857143,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.2571428571428571,0.2,0.4857142857142857,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.0,0.11428571428571428,0.2571428571428571,0.37142857142857144,0.2571428571428571,0.4,0.02857142857142857,0.17142857142857143,0.02857142857142857,0.2571428571428571,0.0,0.0,0.11428571428571428,8,1,31,3171303,1,3
39409,25.022222222222222,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.3,0.1,0.4,0.0,0.0,0.6,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.1,0.5,0.2,0.2,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.1,0.4,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,0.1,0.1,0.1,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.3,0.4,0.3,0.0,0.0,0.2,0.6,0.2,0.0,0.0,0.2,0.0,0.3,0.0,0.4,0.0,0.0,0.1,322,1,35,3547304,4,3
39413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,1,35,3547304,4,3
39579,28.584848484848482,0.5675675675675675,0.08108108108108109,0.02702702702702703,0.32432432432432434,0.0,0.0,0.08108108108108109,0.21621621621621623,0.2702702702702703,0.13513513513513514,0.1891891891891892,0.10810810810810811,0.0,0.5945945945945946,0.35135135135135137,0.0,0.05405405405405406,0.0,0.0,0.02702702702702703,0.10810810810810811,0.16216216216216217,0.4864864864864865,0.1891891891891892,0.02702702702702703,0.0,0.10810810810810811,0.13513513513513514,0.43243243243243246,0.21621621621621623,0.10810810810810811,0.08108108108108109,0.7567567567567568,0.16216216216216217,0.0,0.0,0.0,0.05405405405405406,0.13513513513513514,0.24324324324324326,0.2702702702702703,0.16216216216216217,0.08108108108108109,0.02702702702702703,0.02702702702702703,0.0,0.08108108108108109,0.2972972972972973,0.2972972972972973,0.2702702702702703,0.05405405405405406,0.13513513513513514,0.10810810810810811,0.02702702702702703,0.08108108108108109,0.6486486486486487,0.8918918918918919,0.02702702702702703,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459459459459459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.6756756756756757,0.32432432432432434,0.32432432432432434,0.3783783783783784,0.1891891891891892,0.05405405405405406,0.05405405405405406,0.0,0.6216216216216216,0.1891891891891892,0.13513513513513514,0.05405405405405406,0.43243243243243246,0.13513513513513514,0.2702702702702703,0.0,0.13513513513513514,0.0,0.0,0.02702702702702703,221,1,35,3550308,4,3
39755,31.376388888888886,0.6266666666666667,0.09333333333333334,0.02666666666666667,0.24,0.0,0.013333333333333334,0.02666666666666667,0.18666666666666668,0.24,0.10666666666666667,0.32,0.10666666666666667,0.013333333333333334,0.41333333333333333,0.4666666666666667,0.0,0.04,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.10666666666666667,0.2,0.3333333333333333,0.28,0.06666666666666667,0.0,0.05333333333333334,0.13333333333333333,0.37333333333333335,0.3333333333333333,0.10666666666666667,0.04,0.8666666666666667,0.08,0.013333333333333334,0.0,0.0,0.02666666666666667,0.08,0.3466666666666667,0.3333333333333333,0.17333333333333334,0.02666666666666667,0.013333333333333334,0.0,0.0,0.09333333333333334,0.4533333333333333,0.18666666666666668,0.22666666666666666,0.04,0.17333333333333334,0.02666666666666667,0.04,0.13333333333333333,0.6266666666666667,0.8133333333333334,0.02666666666666667,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.9733333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.7733333333333333,0.22666666666666666,0.24,0.4,0.26666666666666666,0.02666666666666667,0.06666666666666667,0.13333333333333333,0.4666666666666667,0.28,0.09333333333333334,0.02666666666666667,0.25333333333333335,0.09333333333333334,0.16,0.04,0.30666666666666664,0.0,0.0,0.14666666666666667,203,1,35,3550308,4,3
39789,34.775,0.4,0.2,0.0,0.4,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.2,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.6,0.0,0.0,0.4,0.0,0.2,0.2,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.6,0.0,0.0,0.2,0.0,0.2,0.0,0.4,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.4,1557,1,31,3106200,5,3
